restaurant_name,location_name,street,city,state,zipcode,coordinate,google_place_id,Error?
25 Lusk,SOMA,25 Lusk St,San Francisco,CA,94107,0101000020E610000029DCE1653C995EC0FE8F5DB3A6E34240,ChIJGTt4QUF_j4AR44nz1TQkoKc,
5 Acres,Rockefeller Center,"30 Rock, Rink Level",New York,NY,10112,0101000020E610000009D3F776B67E52C03C1F538A38614440,ChIJj0EtEZRZwokRYi9Wk-lvJUU,
5ive Spice,Gramercy,363 3rd Ave,New York,NY,10016,0101000020E6100000DDDF91B3CC7E52C0EA61F7CBD95E4440,ChIJg_hIprRZwokRG4Dms5riUOU,
5ive Spice,SoHo,227 Mulberry St,New York,NY,10012,0101000020E61000002B3C1EE9C27F52C038925F9A7D5C4440,ChIJO1_22AhZwokRm6t3InR_YCQ,
6 NYC,Carroll Gardens,481 Court St,Brooklyn,NY,11231,0101000020E6100000E5553706E87F52C0A2A76C9F92564440,ChIJDfRavFtbwokRijMBw1NobfM,
8282,Lower East Side,84 Stanton St,New York,NY,10002,0101000020E6100000FF791A30487F52C00B90B28F5F5C4440,ChIJNaUIchtZwokRHI8Pk3mEz1Y,
82 Queen,French Quarter,82 Queen St,Charleston,SC,29401,0101000020E6100000D76D50FBADFB53C0E179A9D898634040,ChIJDZ7DvBF6_ogRhOZ4IH9ehhE,
886,East Village,26 St Marks Pl,New York,NY,10003,0101000020E6100000A796ADF5457F52C0F7065F984C5D4440,ChIJKbjLf5xZwokRYa6BYJg0Xns,
Accidental Bar,Alphabet City,98 Loisaida Ave,New York,NY,10009,0101000020E6100000F82AF1D9A77E52C0EA176670AC5C4440,ChIJUeg8neFZwokRjTD4oCwTPGk,
Ace Eat Serve,Uptown,501 E 17th Ave,Denver,CO,80203,0101000020E61000003C45B357C43E5AC0301812E62CDF4340,ChIJu-mW5St5bIcRmFpCS-fM6MA,
Ace's Pizza,Rockefeller Center,30 Rockefeller Center,New York,NY,10112,0101000020E61000007DAFFE28A97E52C0AD6774C32C614440,ChIJvcKC7PxZwokRYgo9FMn7HZ8,
Ace's Pizza,Williamsburg,637 Driggs Ave,Brooklyn,NY,11211,0101000020E6100000B6549401567D52C05C636F2D865B4440,ChIJMTXf1ChZwokR2WKzrREy78s,
Aftermath,Ridgewood,16-80 Madison St,Ridgewood,NY,11385,0101000020E61000007F610637147A52C04C48C6C5AC594440,ChIJWUxCcGFdwokRB1mscVCGvyo,
Albert's Bar,Murray Hill,140 E 41st St,New York,NY,10017,0101000020E61000008EB2217D787E52C09771E2E20F604440,ChIJTUnFcYpZwokRnDeckKVR3Nw,
Alcove Market,Harleston Village,320 Broad St Suite 155,Charleston,SC,29401,0101000020E6100000CD5CE0F258FC53C0C1C58A1A4C634040,ChIJp0iulmp7_ogRjrA23hLK_Fs,
Alidoro,Bryant Park,18 E 39th St,New York,NY,10016,0101000020E61000004C18FAF0CC7E52C035204FF222604440,ChIJyUQIwQBZwokRgIql4YCchfA,
Alidoro,Long Island City,28-17 Jackson Ave,Long Island City,NY,11101,0101000020E6100000CF73EAAE137C52C068C30A30E45F4440,ChIJFcjcVwBZwokRTSpYlpcfTi8,
Alidoro,Midtown,383 W 31st St,New York,NY,10001,0101000020E6100000B28E2384BB7F52C0982D3A763D604440,ChIJr5odo75ZwokR4AhVgTmpHC4,
Alidoro,Rockefeller Center,1 Rockefeller Plaza Concourse level,New York,NY,10020,0101000020E61000000AA99B61A57E52C0EBA5319B09614440,ChIJrYlZAHVZwokRGSjwdeMjaac,
Alidoro,The Hugh,157 E 53rd St,New York,NY,10022,0101000020E61000002EF544911B7E52C0A6DCA1A61B614440,ChIJFa7a9uFZwokR1JWN1NOyzaM,
ALL BLUES,Tribeca,87 Walker St,New York,NY,10013,0101000020E6100000D5B14AE9198052C026C86361E35B4440,ChIJdROsbwBbwokRHl54aM_rAsc,
Alma Negra,Park Slope,494 4th Ave,Brooklyn,NY,11215,0101000020E61000002511C3C2637F52C024F020289F554440,ChIJjzh0ftJbwokRIFioM_VxHNQ,
Almond,Bridgehampton,1 Ocean Rd,Bridgehampton,NY,11932,0101000020E6100000ED6A4D4E481352C07D602239F4774440,ChIJX4bnq9i96IkRMhnW2mI-AIQ,
Alora Coastal Mediterranean,Alora Coastal Mediterranean,Pier 3,San Francisco,CA,94105,0101000020E6100000E5428AA658995EC042C2418C21E64240,ChIJ20bNEACBhYARtsTcSrSPFdU,
Alphabet City Beer Co.,Lower East Side,96 Loisaida Ave,New York,NY,10009,0101000020E61000001915A575A67E52C072071784A75C4440,ChIJWaWbwHlZwokRj1wHkvB84zE,
Altair,Midtown,351 W 38th St,New York,NY,10018,0101000020E61000001EC6A4BF977F52C0EECC04C3B9604440,ChIJIRWJmBVZwokRZA5hGN68TgA,
Ambler,LoDo,1801 Wewatta St,Denver,CO,80202,0101000020E61000009DA85B2CFB3F5AC0944440CFB0E04340,ChIJfQpFkDx5bIcRGnDZ-s_yQnE,
Ambra,West Village,569 Hudson St,New York,NY,10014,0101000020E6100000A2B2614D658052C09F03CB11325E4440,ChIJW0-RNpdZwokRQYkOS0HTtwM,
Amelie SF,Polk Gulch,1754 Polk St,San Francisco,CA,94109,0101000020E6100000C5D0A057F29A5EC069458AB784E54240,ChIJ88G-quuAhYAR7bj0Yhr8gwI,
Amélie UWS,Upper West Side,566 Amsterdam Ave,New York,NY,10024,0101000020E61000006AB52C045E7E52C0363E93FDF3644440,ChIJBV27hoNYwokR20JihLuQdUs,
Amen Street Fish & Raw Bar,French Quarter - Charleston,205 E Bay St,Charleston,SC,29401,0101000020E610000079A3A02559FB53C0B8C83D5DDD634040,ChIJZ21LMAx6_ogRO1cje2Ji56c,
Andros Taverna,Logan Square,2542 N Milwaukee Ave,Chicago,IL,60647,0101000020E610000098BED7101CED55C0FD4AE7C3B3F64440,ChIJWfaiPh_ND4gRaRT5k6Wp24g,
Anton's,Anton's,570 Hudson St,New York,NY,10014,0101000020E61000006A6D75945E8052C0F07673A72A5E4440,ChIJvdgj3uVZwokRDFVNZGAg43U,
Aqua,Flatiron,902 Broadway,New York,NY,10010,0101000020E6100000C4E0AB67527F52C0ACCB84BAA35E4440,ChIJHQFj19tZwokRZLUlxxZmz2Q,
Aquarelle,Aquarelle,47 Avenue B,New York,NY,10009,0101000020E6100000223F7672E17E52C001DE02098A5C4440,ChIJsSGRfXhZwokROD3euzl_76s,
Arcana,Mission,2512 Mission St,San Francisco,CA,94110,0101000020E61000001D0F6C4BD39A5EC04298DBBDDCE04240,ChIJyf4Rywl_j4ARyOJZrnvV0Wc,
Ariari,East Village,119 1st Ave,New York,NY,10003,0101000020E610000086702DDC177F52C05B809D79175D4440,ChIJhUDJFUVZwokRkNERZsyOxWo,
Artesano,Tribeca,90 Chambers St Unit A,New York,NY,10007,0101000020E610000027929ED8798052C06BDE27FD735B4440,ChIJv3vgwFZbwokRwP07bRgRYdM,
Arthur and Sons,Murray Hill,145 East 39th St.,New York,NY,10016,0101000020E61000008BD11CEA7F7E52C088898E17F05F4440,ChIJ5wRLNwBZwokRCRy7BYuPh6w,
Arthur and Sons,West Village,38 8th Ave,New York,NY,10014,0101000020E6100000E73E8767428052C0BD340EDA7B5E4440,ChIJw2RCuSZZwokRVt7nWZNROm0,
Asador Bastian,Asador Bastian,214 W Erie St,Chicago,IL,60654,0101000020E61000007EC68503A1E855C00190C99871F24440,ChIJk8Z5cdstDogRdMPc0yBZB5M,
Asano,Upper East Side,322 East 86th St,New York,NY,10028,0101000020E6100000891CC7B4DB7C52C05B26C3F17C634440,ChIJZ0hCG2pZwokR-OrHd4Gtt3w,
Ash'Kara,LoHi,2005 W 33rd Ave,Denver,CO,80211,0101000020E61000007BA6F2D1BD405AC0611E8D9EB6E14340,ChIJw9FqUex4bIcRpV-3fHDv2TQ,
Attaboy,Lower East Side,134 Eldridge St,New York,NY,10002,0101000020E61000000D52F014727F52C00A12DBDD035C4440,ChIJDbQMBIdZwokRVS4L8B8V5SA,
AURA Tapas & Cocktail Bar,East Village,111 1st Ave,New York,NY,10003,0101000020E610000010B056ED1A7F52C0F42675B80C5D4440,ChIJ5QOQdQtZwokRSy16jOl97Uc,
Bad Roman,Columbus Circle,3rd floor,New York,NY,10019,0101000020E6100000C3938195ED7E52C0763CD63064624440,ChIJG0fkfuJZwokRqmAxXTpYP2I,
Baguette Magic,James Island,792 Folly Rd Ste. A,Charleston,SC,29412,0101000020E6100000BF0AF0DDE6FD53C096236420CF5E4040,ChIJcRYyVQp5_ogRzddEPU6O5fA,
Baguette Magic,West Ashley,1028 Wappoo Rd,Charleston,SC,29407,0101000020E610000037DDB243FC0054C02444F98216664040,ChIJ3fhrj2V7_ogRHJRlSVyLbGQ,
Bangkok Supper Club,West Village,641 Hudson St,New York,NY,10014,0101000020E6100000FF7403055E8052C07C9A9317995E4440,ChIJvduhDjVZwokReg77D1pNQaQ,
Banzarbar,Nolita,2 Freeman Alley,New York,NY,10002,0101000020E610000079386B05847F52C01C654D6C6A5C4440,ChIJU74O14VZwokRQ-wPmjfTERE,
bar56,Dumbo,53 Water St,Brooklyn,NY,11201,0101000020E6100000157B584F857F52C09C80C96E0B5A4440,ChIJ5SzimXpbwokRR2U_8IFONFw,
Barbuto,West Village,113 Horatio St,New York,NY,10014,0101000020E6100000DF18B1A5978052C0E234880A975E4440,ChIJVXheK_pZwokRDNLoQ0JK40M,
Bar Dough,LoHi,2227 W 32nd Ave,Denver,CO,80211,0101000020E61000009B9B25B7DC405AC069C4CC3E8FE14340,ChIJrRxEypN4bIcR_GfxUkiSeCs,
Bar Enzo,Long Island City,10-15 43rd Ave 2nd Fl,Long Island City,NY,11101,0101000020E6100000F5A0A014AD7C52C0A662635E47604440,ChIJD_uCNtNZwokR8uyJSOjMuZQ,
Bar Francis,Clinton Hill,810 Fulton St,Brooklyn,NY,11238,0101000020E610000005589A4AF57D52C076F97BCE82574440,ChIJH2vRDZBbwokRR9fWYeKp_BE,
Bar Iris,Russian Hill,2310 Polk St,San Francisco,CA,94109,0101000020E6100000F9646AB7029B5EC04B862D8727E64240,ChIJQ3FRFZ-BhYAR3Rt6OXN6hSo,
Bar Madonna,Williamsburg,367 Metropolitan Ave,Brooklyn,NY,11211,0101000020E6100000225DE0162A7D52C0D7BED8E66B5B4440,ChIJUWhXmjpZwokRjvRZ1_vjTqI,
Bar Moga,SoHo,128 W Houston St,New York,NY,10012,0101000020E610000072252134128052C0CB217F732D5D4440,ChIJRy7Z-I1ZwokRQm17a6QDJ6E,
Barn Joo,Union Square,35 Union Square W,New York,NY,10003,0101000020E6100000E2395B40687F52C006BCCCB0515E4440,ChIJQ7XpyqNZwokRQpVfvGEViWM,
Bar Primi,NoHo,325 Bowery,New York,NY,10003,0101000020E6100000B680D07A787F52C0BCA1DFADE25C4440,ChIJSW8U34RZwokR-UhuJkjLDvk,
Bar Revival,Lower East Side,161 Ludlow St,New York,NY,10002,,ChIJi7he5vpZwokRpyaPR5yZplY,
Bar Six,Greenwich Village,502 6th Ave,New York,NY,10011,0101000020E61000007657D17AD37F52C0D249A58E445E4440,ChIJ9bgCzJdZwokRvm_6RoQ8edg,
Bar Sprezzatura NYC,Midtown,251 W 48th St,New York,NY,10036,0101000020E610000004E09F52257F52C01805662A69614440,ChIJNVkbEwBZwokRcQJBrkU_Wuo,
Bar Sprezzatura SF,Financial District,One Maritime Plaza 300 Clay St #100,San Francisco,CA,94111,0101000020E6100000EE0A7DB08C995EC06AA67B9DD4E54240,ChIJNVkbEwBZwokRcQJBrkU_Wuo,
Basic Kitchen,Downtown Charleston,82 Wentworth St,Charleston,SC,29401,0101000020E61000007AC37DE4D6FB53C02CBAF59A1E644040,ChIJNz0pmhN6_ogR5laaX7NUnVs,
Bati,Clinton Hill,1057 Fulton St,Brooklyn,NY,11238,0101000020E61000007F5D122A697D52C02612EDBF4F574440,ChIJYXEosLFbwokRZO204ZitA1Q,
Beautiful South,Cannonborough,128 Columbus St,Charleston,SC,29403,0101000020E61000006840BD1935FC53C009DFFB1BB4654040,ChIJrfi1NJ17_ogRVSM0K9wWC1c,
Beer Street South,Prospect Heights,550 Vanderbilt Ave,Brooklyn,NY,11238,0101000020E610000055467C9AF37D52C04EABB0FB2B574440,ChIJEVFkpFtbwokR5ItXs2oJnvk,
Bee's Knees,Williamsburg,65 N 7th St,Brooklyn,NY,11249,0101000020E61000001423551C837D52C056D75CFC2B5C4440,ChIJ__96vgVZwokRgkcY1cmk_VM,
Bella Luna Restaurant,Upper West Side,574 Columbus Ave,New York,NY,10024,0101000020E61000001935046C2C7E52C0EDC616DDD5644440,ChIJkf3PqpxYwokRZlk0ie5vk2c,
Benjamin Prime,Midtown East,23 E 40th St,New York,NY,10016,0101000020E61000006EBE11DDB37E52C0F4F928232E604440,ChIJOdx0HQFZwokRzHFDS_GXQxk,
Benjamin Steakhouse,Midtown East,52 East 41st Street,New York,NY,10017,0101000020E61000004A7D59DAA97E52C08F519E7939604440,ChIJ3TH9CwFZwokRIvNO1SP0WLg,
Bergerac,SoMa,316 11th St,San Francisco,CA,94103,0101000020E61000008BDEA9807B9A5EC005C1E3DBBBE24240,ChIJ5wZMMyZ-j4ARDpT0d0kIx7A,
Berkeley’s,Hampton Park Terrace,624 1/2 Rutledge Ave,Charleston,SC,29403,0101000020E61000004D2CF015DDFC53C017B9A7AB3B664040,ChIJZ8LPDn57_ogRtfAHxwB8VdI,
Bernie's,Noe Valley,3966 24th St,San Francisco,CA,94114,0101000020E61000006D4DF1FF979B5EC017B99B383AE04240,ChIJ37ticRN-j4ARnoZeLusW0bI,
Besharam,Potrero Hill,1275 Minnesota St,San Francisco,CA,94107,0101000020E61000009DB20C32ED985EC0BE57B7BC92E04240,ChIJXdSpkLp_j4AR_myZWVcbVxc,
BierWax,Prospect Heights,556 Vanderbilt Ave,Brooklyn,NY,11238,0101000020E6100000B01FBD3CF87D52C0DD8EBAE70A574440,ChIJk9RJNaRbwokRtMPbGlZp3uc,
Bin Bin Sake,Williamsburg,29 Norman Ave #100,Brooklyn,NY,11222,0101000020E6100000A452EC681C7D52C0C0CDE2C5C25C4440,ChIJKXGbJHBZwokR2dbFNdN0FBU,
Binondo,Chinatown,50 E Broadway,New York,NY,10002,,ChIJJ2QQsQZbwokRSzQz15m3FWc,
Birdee,Williamsburg,316 Kent Ave,Brooklyn,NY,11249,0101000020E6100000D63140A7E87D52C051CF8FB16E5B4440,ChIJJbmnn01ZwokRRBmMCKIY8K8,
Bird on the Roof,Montauk,47 S Elmwood Ave,Montauk,NY,11954,0101000020E6100000EBFAAA016FFC51C031618FE44D844440,ChIJG3YZb5RT74kRsMwlDBs6FjQ,
Bistro Ete,Water Mill,760 Montauk Hwy,Water Mill,NY,11976,0101000020E6100000DBF813958D1652C0011E0714A0744440,ChIJBb_d_piV6IkRzFwzWqvbZcI,
Blackbird,Blackbird,324 Lafayette St,New York,NY,10012,,,
Blackbird Club at AJAX Tavern,Aspen,685 E Durant Ave,Aspen,CO,81611,0101000020E61000009D6516A158B45AC0C927BFA0E0974340,ChIJRXICg9g7QIcRBB8na-Y0PqE,
Blackbird Club at Parcelle,Greenwich Village,146 W Houston St,New York,NY,10012,0101000020E6100000D6F3F54C1E8052C032B13CC8365D4440,,
Black Seed Bagels,Nolita,170 Elizabeth Street,New York,NY,10012,0101000020E6100000CD5B751DAA7F52C0419DF2E8465C4440,ChIJV1BBkp1ZwokRpjqvV01uiqg,
Blackwood,Blackwood,2150 Chestnut St,San Francisco,CA,94123,0101000020E6100000E312EC64159C5EC0D68926AB7DE64240,ChIJkfP43NaAhYARkQtRUGeNnlY,
BlindPig,Tenderloin,1113 Polk St,San Francisco,CA,94109,0101000020E61000009C040549DD9A5EC08D1620BFC4E44240,ChIJ7SlawgSBhYARbP6ZoPjNHMA,
Blind Tiger,West Village,281 Bleecker St,New York,NY,10014,0101000020E61000002181E350348052C0F1C2278FB65D4440,ChIJWW4LoZNZwokRFOD1017tTZc,
BLT Prime,Upper East Side,1032 Lexington Ave,New York,NY,10021,0101000020E610000029F8B7158C7D52C02D3C1EE9C2624440,ChIJkWzZwb9ZwokRY7IXGGtsH0s,
Blue Plate,Mission,3218 Mission St,San Francisco,CA,94110,0101000020E610000066D993C0E69A5EC0A3E6ABE463DF4240,ChIJ7d1kDkN-j4ARLXO5JZwg7NI,
Blue Whale,Marina,2033 Union St,San Francisco,CA,94123,0101000020E6100000172FA849AE9B5EC05AC2F4D411E64240,ChIJyeXEUEyBhYARWEs70AP8J4I,
Bobwhite Counter,Alphabet City,94 Avenue C,New York,NY,10009,0101000020E61000007D95CEBEA37E52C077AEF43DB35C4440,ChIJhb1Sx3lZwokR7-zaifOkCwo,
Bobwhite Counter,Jersey City,150 Warren St,Jersey City,NJ,7302,0101000020E6100000A08A42238B8252C0CC36A5D6645B4440,ChIJN5aJDSdRwokRYvp9FA96GX4,
Bobwhite Counter,Long Island City,28-17 Jackson Ave,Queens,NY,11101,0101000020E61000003094C3310F7C52C075C0A49121604440,ChIJ6d5LokpZwokRlrAwll2NArU,
Bobwhite Counter,Union Square,124 E 14th St,New York,NY,10003,0101000020E6100000496F91F6487F52C01932593A075E4440,ChIJY8YwP65ZwokRH5YcEM4Ai4c,
Bodega (Coffee Counter),Downtown,23 Ann St,Charleston,SC,29403,0101000020E61000006279A1CAFAFB53C060C0817F00654040,ChIJV_qOlyJ7_ogRZUQr84eFa28,
Bodega (Coffee Counter),Mt. Pleasant,414 W Coleman Blvd,Mt Pleasant,SC,29464,0101000020E61000006475ABE7A4F853C0CC26C0B0FC654040,ChIJ2Tz5Shhx_ogRWzT5SMTCUTo,
Bodega (Dine In),Downtown Charleston,23 Ann St,Charleston,SC,29403,,ChIJV_qOlyJ7_ogRZUQr84eFa28,
Bodega SF,Bodega SF,138 Mason St,San Francisco,CA,94123,0101000020E6100000E1F890A6309A5EC094F540D076E44240,ChIJh26QnF1_j4AR3B7n6vAHjHQ,
Bon Banh Mi,Mt. Pleasant,1100 Oakland Market Rd,Mt Pleasant,SC,29466,0101000020E61000002C62D8614CF253C001158E20956E4040,ChIJ-8xLhPVt_ogRX7YnQGJ0t8Y,
Bon Banh Mi,South Mt. Pleasant,1440 Ben Sawyer Blvd #1404,Mt Pleasant,SC,29464,0101000020E61000000C25EE0CAEF653C0B092EA9678654040,ChIJcUCmAw1x_ogR_yzBMrmpL6o,
Bonnie's,Williamsburg,398 Manhattan Ave,Brooklyn,NY,11211,0101000020E61000001502B9C4917C52C004CAA65CE15B4440,ChIJbQc9ABZZwokRMAK6C-Ekxg4,
Brass,NoMad,7 E 27th St,New York,NY,10016,0101000020E6100000507FAC962A7F52C0F4BAEAA6395F4440,ChIJ81FEDgBZwokR6hAwPtR8c-o,
Breeze,Greenpoint,595 Manhattan Ave,Brooklyn,NY,11222,0101000020E61000008BA5E066D77C52C066A474968D5C4440,ChIJayMXxXBZwokRq41Uj462dS0,
Brenda's French Soul Food,Tenderloin,652 Polk St,San Francisco,CA,94102,0101000020E6100000BA13ECBFCE9A5EC03D5FB35C36E44240,ChIJZ9s5SJeAhYARIX3Fxl6oj6c,
Brenda's Meat & Three,NOPA,919 Divisadero St,San Francisco,CA,94115,0101000020E61000004E250340159C5EC02235ED629AE34240,ChIJBZ2nB7GAhYAR1BUmlCHczaw,
Briscola,Crown Heights,798a Franklin Ave,Brooklyn,NY,11238,0101000020E6100000E681A7264F7D52C097658442E9554440,ChIJD6W7CwBbwokRwO5z7BMo7-M,
Brooklyn Brewery,Williamsburg,79 N 11th St,Brooklyn,NY,11249,0101000020E61000001406835C4B7D52C0149F720A6A5C4440,ChIJUaAuMl1ZwokRt0-S_ynnRtc,
Brooklyn French Bakers,Carroll Gardens,273 Columbia St,Brooklyn,NY,11231,0101000020E6100000D8A5DF833B8052C0263186CD64574440,ChIJr5AmcG9bwokR4WQblfK0Nuw,
Brooklyn French Bakers,Park Slope,510 2nd St,Brooklyn,NY,11215,0101000020E61000002CAEE207957E52C0CE97B013E1554440,ChIJ6c4obKdbwokRQ85KP3H8zVQ,
Brooklyn Kolache,Bedford-Stuyvesant,520 DeKalb Ave,Brooklyn,NY,11205,0101000020E6100000FD7A6B062B7D52C03A0A4AAB69584440,ChIJe1O4wpRbwokRu8RmeM2Xji4,
Brown Dog Deli,Harleston Village,225 Calhoun St,Charleston,SC,29401,0101000020E6100000CC0BB08F4EFC53C0745FCE6C57644040,ChIJHRq3Sw56_ogRsVgGoXhhptQ,
Burgers and Beer,West Village,170 West 4th Street,New York,NY,10014,0101000020E610000033F8905F188052C0F38C880DBB5D4440,ChIJz1tFP_9ZwokR1NewYt9iemw,
Bus Stop,Pacific Heights,1901 Union St,San Francisco,CA,94123,0101000020E6100000DA03ADC0909B5EC03CA06CCA15E64240,ChIJiyfOTtuAhYARdqz7WudgtMU,
Butcher's Daughter,Nolita,19 Kenmare St,New York,NY,10012,0101000020E610000056E6F71AA97F52C002CCA1C63E5C4440,ChIJiYsEnohZwokR8oZK_TgmSjY,
Butcher's Daughter,Nolita - Market,19 Kenmare St,New York,NY,10012,0101000020E6100000B3E4F7AFAA7F52C0B079CBC5425C4440,ChIJiYsEnohZwokR8oZK_TgmSjY,
Butcher's Daughter,Williamsburg,271 Metropolitan Ave,Brooklyn,NY,11211,0101000020E61000005073A69D577D52C03502365A7F5B4440,ChIJ3UuR-ONZwokRrKPqaJPKbxw,
Cafe Blackbird at FarCon,FarCon,39 S 5th St,Brooklyn,NY,11249,,,
Cafe Boulud,Upper East Side,100 E 63rd St,New York,NY,10065,0101000020E61000002D944C4EED7D52C0560DC2DCEE614440,ChIJCcAxi5RYwokRdUqdw5_FHIk,
Cafe Colette,Williamsburg,79 Berry St,Brooklyn,NY,11249,0101000020E6100000BC8AE8224B7D52C0DA81E060215C4440,ChIJBanVDl1ZwokROc3C9FpKZ78,
Cafe Llama,The Spiral,66 Hudson Blvd,New York,NY,10001,,ChIJ1UFNgYNZwokRcHhfzdnHmpc,
Cafe Mado,Prospect Heights,791 Washington Ave,Brooklyn,NY,11238,0101000020E6100000E62D0DB29B7D52C07EDAF2DB21564440,ChIJrwTqaQBbwokRaK-iQfAWdG4,
Cafe Ornithology,Bushwick,1037 Broadway,Brooklyn,NY,11221,0101000020E61000009D3935E1A87B52C0A504B3F803594440,ChIJJUQ7iB9dwokRbAA0O_h71C4,
Caffe Sport,North Beach,574 Green St,San Francisco,CA,94133,0101000020E61000006D84DA9D269A5EC0E279FC9461E64240,ChIJB60QZ_GAhYARnFPG-x5vDxE,
California Kahve,California Kahve,320 Bowling Green Dr,San Francisco,CA,94122,0101000020E610000064D23A05549D5EC0B96C74CE4FE24240,ChIJMQznWQCHhYARYJ1o3D-rn04,
Callie's Hot Little Biscuit,King Street,476 1/2 King St,Charleston,SC,29403,0101000020E61000005BD3BCE314FC53C001A5A14621654040,ChIJzwStSmp6_ogRoa1vyarpiqI,
Callie's Hot Little Biscuit,Meeting Street,188 Meeting St,Charleston,SC,29401,0101000020E61000006B60AB048BFB53C0C61858C7F1634040,ChIJdz9mtA16_ogRnHxmONzNzn4,
Call Me Pearl,LoDo,1600 20th St,Denver,CO,80202,0101000020E61000001F1B37EBC23F5AC030B95164ADE04340,ChIJnRgAtIF5bIcRGydGN3SuxAs,
Cane Pazzo,Hanahan,1276 Yeamans Hall Rd,Hanahan,SC,29410,0101000020E61000002484A2D4B90054C06975CD3F55734040,ChIJq3O-uX9j_ogR-6_C55gFKmo,
Cappone's,West Village,11 Abingdon Square,New York,NY,10014,0101000020E6100000334C6E3A548052C08CFE0BDF575E4440,ChIJm2WVXL9ZwokRNwGDFzSKuH8,
Carissa's Bakery,Amagansett,221 Pantigo Rd,East Hampton,NY,11937,0101000020E6100000C679EEF3CE0A52C04B570B47EB7B4440,ChIJEdyFBDK76IkRbHAIKMcZYls,
Carissa's Bakery,East Hampton,68 Newtown Ln,East Hampton,NY,11937,0101000020E61000006A6803B0010C52C06E30D461857B4440,ChIJU7y0tKO66IkRgwM_iWVfvTA,
Carissa's Bakery,Sag Harbor,3 Bay St,Sag Harbor,NY,11963,0101000020E61000007F0AECD6D71252C0944A1D893C804440,ChIJMQ84NJ296IkRs9bjYEIYZK0,
Carlotto,Union Square,100 E 19th St,New York,NY,10003,0101000020E6100000E3DF675C387F52C050A6D1E4625E4440,ChIJJ8hFlKFZwokRFmzhJg7Qofo,
Carmine Street Beers,West Village,52 A Carmine St,New York,NY,10014,0101000020E6100000FB90A6223B8052C04753E63D715D4440,ChIJ5fF_9ZJZwokRvdVUZVpa2_I,
Carne,RiNo,2601 Larimer St,Denver,CO,80205,0101000020E610000075B7A1180F3F5AC072FE261422E14340,ChIJ8Vb5wQp5bIcRRcMRMAEzqbI,
Carriage House,West Village,142 W 10th St,New York,NY,10014,0101000020E6100000AD3E32A60C8052C043F1743C055E4440,ChIJlzm4NCRZwokRGSjvjX5yFvI,
Carta,West Village,35 Bedford St,New York,NY,10014,0101000020E61000006DEF6481408052C03F3646B8635D4440,ChIJKzDkIQBZwokR1_OvS4ohkRg,
Cart Driver,LoHi,2239 W 30th Ave,Denver,CO,80211,0101000020E6100000534B299EE9405AC05CDDFB6541E14340,ChIJNbOe0ll5bIcRy71yQ4mqEvQ,
Castro Indian Restaurant & Bar,The Castro,468 Castro St,San Francisco,CA,94114,0101000020E61000004D124BCADD9B5EC0B29E5A7D75E14240,ChIJETxWCZN_j4ARf1B301i5-ys,
Catbird Kitchen,3770 Walnut St,3770 Walnut St,Denver,CO,80205,0101000020E610000095DD27A23A3E5AC0AD8E77A27FE24340,ChIJb5O0PRB5bIcRfoGf0CQ7tTw,
Cecilia,East Village,97 St Marks Pl,New York,NY,10009,0101000020E61000007BE4C578037F52C00127DBC01D5D4440,ChIJOxW7qFFZwokR-KdRrjd3o9w,
Cha Cha Tang,West Village,257 6th Ave,New York,NY,10014,0101000020E61000003B8C497F2F8052C052D7DAFB545D4440,ChIJteQQa4RZwokRxrQRw-hpCqI,
Chambers,Tribeca,94 Chambers St #1,New York,NY,10007,0101000020E610000020CC92A57B8052C0F844E8B1775B4440,ChIJjZgvTx9awokRrET0kpr3d4k,
Champagne Tiger,East Colfax,601 E Colfax Ave,Denver,CO,80203,0101000020E6100000D4E87A47B23E5AC0BC08AE4DBEDE4340,ChIJtTnJEwB5bIcR8L30_aQs7fk,
Charles Pan-Fried Chicken,Harlem,340 W 145th St,New York,NY,10039,0101000020E6100000BC0CB55C6C7C52C0A67796C569694440,ChIJJ4MKaqP3wokRO-Z7EJaXyOk,
Charles Pan-Fried Chicken,Harlem,439 W 125th St,New York,NY,10027,0101000020E6100000DD274701227D52C0BD4CB96702684440,ChIJgZ9BHmX3wokRbTO_1t6253k,
Charles Pan-Fried Chicken,Upper West Side,146 W 72nd St,New York,NY,10023,0101000020E61000000E85CFD6C17E52C0501A6A1492634440,ChIJ7_ptNH72wokRWJ29NvzJSd0,
Chef's Lounge Founders,LoDo,1400 Curtis Street,Denver,CO,80204,,ChIJS_vG1dF4bIcRHT1-cH_igaM,
Chelsea Living Room,Chelsea,243 W 14th St,New York,NY,10011,0101000020E610000078B81D1A168052C01B47ACC5A75E4440,ChIJD0k97wBZwokRQIQ9ioXsZD8,
Chinta Thai,Greenpoint,157 Franklin St,Brooklyn,NY,11222,0101000020E610000051AB13FE4F7D52C04D1F532CAF5D4440,ChIJizcRni5ZwokRq-qMYfpKxB4,
Chouquet's,Chouquet's,2500 Washington,San Francisco,CA,94115,0101000020E61000000C7F3CAAD09B5EC0808351A456E54240,ChIJOyho5cWAhYARuJobf2VcbM0,
Clam Bar,Amagansett,2025 Montauk Hwy,Amagansett,NY,11930,0101000020E6100000630B410ECA0252C0AEDBFBAFCE7F4440,ChIJa9Ma4Nit6IkRZL9USMZ5EU0,
